"Season","Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ"
"2006","Devil Rays","2080","1458","12783.0","4261","1591","116","70","45","363","159","115","158","29","108","46","8","70",".981",""
"2006","Rangers","2048","1458","12882.0","4294","1748","97","55","40","415","174","134","174","27","67","40","11","34",".984",""
"2006","Blue Jays","2146","1458","12855.0","4284","1713","99","42","56","366","160","122","158","31","130","32","15","53",".984",""
"2006","Diamondbacks","2075","1458","13137.0","4379","1776","104","54","48","399","173","126","172","15","90","45","11","53",".983",""
"2006","Braves","2203","1458","12972.0","4324","1607","99","53","44","368","147","113","146","25","101","30","8","39",".984",""
"2006","Cubs","2190","1458","12951.0","4317","1481","106","51","54","267","123","81","122","33","118","39","12","68",".982",""
"2006","Reds","2129","1458","13011.0","4337","1596","128","60","66","320","140","102","139","20","50","35","9","40",".979",""
"2006","Rockies","2105","1458","13026.0","4342","1815","91","56","35","477","191","152","189","20","99","42","8","43",".985",""
"2006","Marlins","2212","1458","12900.0","4300","1588","126","61","64","420","170","137","169","23","69","46","14","47",".979",""
"2006","Astros","2231","1458","13218.0","4406","1749","80","51","27","407","168","129","164","25","78","28","7","44",".987",""
"2006","Dodgers","2176","1458","13143.0","4382","1794","115","63","52","432","178","135","174","30","110","38","7","54",".982",""
"2006","Brewers","2011","1458","12831.0","4277","1579","117","58","59","317","128","100","128","21","97","31","3","57",".980",""
"2006","Nationals","2165","1458","12927.0","4309","1499","131","64","62","259","123","91","123","25","110","30","11","47",".978",""
"2006","Mets","2065","1458","13152.0","4384","1638","104","48","54","304","131","103","132","20","111","40","10","37",".983",""
"2006","Phillies","2183","1458","13143.0","4381","1686","104","50","52","388","156","121","153","23","94","35","11","58",".983",""
"2006","Pirates","2118","1458","12915.0","4305","1788","104","61","43","410","173","128","169","21","102","52","16","61",".983",""
"2006","Cardinals","2217","1449","12867.0","4289","1779","98","69","29","435","171","140","170","19","63","32","8","35",".984",""
"2006","Padres","2156","1458","13173.0","4391","1595","92","46","42","341","141","103","138","27","150","26","11","34",".985",""
"2006","Giants","2164","1449","12867.0","4289","1578","91","48","43","312","134","101","132","14","98","40","5","50",".985",""
"2007","Angels","2030","1458","12915.0","4305","1550","101","55","44","370","157","109","154","34","107","31","8","69",".983",""
"2007","Orioles","2140","1458","12948.0","4316","1690","79","41","37","383","156","125","155","32","109","32","19","55",".987",""
"2007","Red Sox","2103","1458","12948.0","4316","1538","81","42","39","329","146","108","146","21","107","32","10","33",".986",""
"2007","White Sox","2065","1458","12966.0","4322","1604","108","52","53","390","168","129","168","24","98","23","20","45",".982",""
"2007","Indians","2047","1458","13164.0","4388","1697","92","52","38","386","168","123","168","18","93","46","8","42",".985",""
"2007","Tigers","2113","1458","13026.0","4342","1635","99","51","47","365","148","119","148","37","73","31","10","75",".984",""
"2007","Royals","2100","1458","12936.0","4312","1553","106","54","49","384","160","116","160","27","70","26","5","56",".982",""
"2007","Twins","2037","1458","12930.0","4310","1611","95","45","48","363","152","116","151","23","65","41","6","46",".984",""
"2007","Yankees","2184","1458","13056.0","4352","1588","88","55","31","430","174","134","174","37","136","44","16","59",".985",""
"2007","Athletics","2038","1458","13032.0","4344","1687","90","42","46","379","154","117","153","27","101","26","16","52",".985",""
"2007","Mariners","2104","1458","12909.0","4303","1656","90","46","43","392","167","121","167","33","69","45","8","59",".985",""
"2007","Devil Rays","2029","1458","12867.0","4289","1548","117","60","56","362","155","113","155","28","96","44","14","55",".980",""
"2007","Rangers","2156","1458","12870.0","4290","1744","124","65","59","412","179","136","179","22","98","47","14","66",".980",""
"2007","Blue Jays","2056","1458","13038.0","4346","1853","102","49","52","416","162","139","161","36","134","24","6","42",".984",""
"2007","Diamondbacks","2151","1458","12969.0","4323","1635","106","60","44","395","160","126","159","19","88","42","15","48",".983",""
"2007","Braves","2170","1458","13107.0","4369","1657","107","56","50","333","143","106","143","32","98","30","10","48",".983",""
"2007","Cubs","2214","1458","13020.0","4340","1535","94","52","40","329","134","96","134","33","116","24","16","42",".984",""
"2007","Reds","2196","1458","13047.0","4349","1517","95","59","35","367","156","114","156","31","88","31","14","54",".984",""
"2007","Rockies","2210","1467","13248.0","4416","1842","68","30","38","440","181","138","182","27","96","25","9","35",".989",""
"2007","Marlins","2205","1458","12993.0","4331","1510","137","69","68","367","161","114","161","30","94","33","19","67",".977",""
"2007","Astros","2259","1458","13182.0","4394","1689","103","64","39","322","130","101","129","21","84","28","6","40",".983",""
"2007","Dodgers","2203","1458","13050.0","4350","1651","114","54","58","400","160","124","160","34","96","46","5","44",".981",""
"2007","Brewers","2140","1458","12999.0","4333","1529","109","53","50","358","144","112","144","21","99","24","6","57",".982",""
"2007","Nationals","2283","1458","13020.0","4340","1567","109","47","58","385","153","118","153","28","80","37","9","52",".982",""
"2007","Mets","2094","1458","13071.0","4357","1518","101","50","50","302","124","93","124","24","105","29","5","36",".983",""
"2007","Phillies","2255","1458","13125.0","4375","1723","89","54","34","375","165","114","165","20","84","39","8","46",".986",""
"2007","Pirates","2121","1458","13029.0","4343","1721","83","55","26","463","191","143","191","16","110","35","13","45",".986",""
"2007","Cardinals","2263","1458","12921.0","4307","1672","121","72","47","363","157","120","157","35","58","34","10","39",".980",""
"2007","Padres","2103","1467","13362.0","4454","1766","92","50","39","352","147","115","147","17","189","20","9","42",".985",""
"2007","Giants","2197","1458","13083.0","4361","1666","88","54","32","378","149","127","148","30","77","33","21","49",".986",""
"2008","Angels","2030","1458","13062.0","4354","1646","91","44","47","406","161","133","160","50","109","31","10","50",".985",""
"2008","Orioles","2126","1449","12798.0","4266","1661","100","46","52","402","163","127","164","45","130","33","15","72",".983",""
"2008","Red Sox","2147","1458","13017.0","4339","1597","85","44","41","341","150","105","150","27","96","32","18","43",".986",""
"2008","White Sox","2134","1467","13119.0","4373","1731","108","57","47","387","156","121","156","52","139","30","6","54",".983",""
"2008","Indians","2010","1458","12933.0","4311","1689","94","60","34","461","183","143","183","36","67","27","13","44",".985",""
"2008","Tigers","2122","1458","13005.0","4335","1634","113","71","39","426","173","125","173","27","69","36","16","65",".981",""
"2008","Royals","2123","1458","13011.0","4337","1548","96","49","46","378","162","121","160","45","78","26","8","68",".984",""
"2008","Twins","2078","1467","13131.0","4377","1682","108","47","61","405","169","138","168","52","69","34","4","45",".982",""
"2008","Yankees","2143","1458","12975.0","4325","1586","83","41","41","310","142","93","141","50","113","56","11","55",".986",""
"2008","Athletics","2126","1449","12915.0","4305","1574","98","40","52","405","170","135","170","45","70","41","8","30",".984",""
"2008","Mariners","2075","1458","12918.0","4306","1654","99","55","42","393","160","119","160","36","92","37","14","60",".984",""
"2008","Rays","2080","1458","13119.0","4373","1495","90","45","44","389","153","128","153","44","76","31","10","52",".985",""
"2008","Rangers","2108","1458","12978.0","4326","1676","132","66","64","465","191","155","191","31","114","37","13","62",".978",""
"2008","Blue Jays","2042","1458","13020.0","4340","1699","84","46","36","316","137","102","137","20","86","37","6","51",".986",""
"2008","Diamondbacks","2073","1458","12912.0","4304","1564","113","64","48","328","138","101","138","29","87","31","7","59",".981",""
"2008","Braves","2161","1458","12966.0","4322","1791","107","50","56","364","150","112","150","44","113","35","14","42",".983",""
"2008","Cubs","2180","1449","13056.0","4352","1446","99","59","38","272","118","83","119","30","87","36","8","48",".983",""
"2008","Reds","2204","1458","12981.0","4327","1568","114","50","63","364","156","114","156","30","95","40","17","52",".981",""
"2008","Rockies","2122","1458","13014.0","4338","1816","96","59","37","401","176","126","176","53","86","30","10","61",".985",""
"2008","Marlins","2221","1449","12918.0","4306","1501","117","57","59","286","123","92","122","25","110","32","10","59",".980",""
"2008","Astros","2126","1449","12828.0","4276","1596","67","39","28","338","142","108","142","35","47","21","8","22",".989",""
"2008","Dodgers","2205","1458","13026.0","4342","1795","101","50","50","348","139","107","139","40","82","26","9","47",".984",""
"2008","Brewers","2002","1458","13101.0","4367","1699","101","53","48","370","160","112","160","32","71","45","5","53",".984",""
"2008","Nationals","2160","1449","12906.0","4302","1578","123","66","57","339","144","106","144","36","118","38","12","59",".980",""
"2008","Mets","2194","1458","13179.0","4393","1552","83","48","35","315","126","98","126","38","66","28","7","55",".986",""
"2008","Phillies","2181","1458","13047.0","4349","1698","90","56","33","352","142","104","142","36","109","34","5","34",".985",""
"2008","Pirates","2093","1458","13095.0","4365","1830","107","60","47","458","180","151","180","31","104","46","13","64",".983",""
"2008","Cardinals","2297","1458","13086.0","4362","1817","85","40","44","383","156","130","156","38","49","26","7","50",".986",""
"2008","Padres","2097","1458","13125.0","4375","1626","85","36","48","349","151","111","152","25","168","38","11","43",".986",""
"2008","Giants","2215","1458","12978.0","4326","1393","96","64","32","294","132","90","132","32","99","41","8","77",".983",""
"2009","Angels","2050","1458","13005.0","4335","1623","85","48","36","436","174","140","174","52","128","39","11","67",".986",""
"2009","Orioles","2072","1458","12861.0","4287","1663","90","44","46","375","151","121","151","45","119","33","8","31",".985",""
"2009","Red Sox","2111","1458","12930.0","4310","1453","82","39","43","276","123","92","123","39","151","23","10","42",".986",""
"2009","White Sox","2025","1458","12957.0","4319","1669","113","66","46","379","158","122","158","59","132","42","8","55",".981",""
"2009","Indians","2017","1458","12906.0","4302","1651","97","57","40","425","170","132","170","43","111","33","10","49",".984",""
"2009","Tigers","2141","1467","13023.0","4341","1616","88","39","48","404","164","129","164","40","88","50","15","48",".985",""
"2009","Royals","2094","1458","12834.0","4278","1569","116","55","60","365","162","113","161","43","114","39","14","89",".981",""
"2009","Twins","2150","1467","13077.0","4359","1565","76","40","32","330","135","107","135","41","107","32","16","43",".987",""
"2009","Yankees","2215","1458","13050.0","4350","1493","86","43","43","314","133","100","133","48","125","52","11","66",".985",""
"2009","Athletics","2134","1458","13026.0","4342","1592","105","54","48","360","155","108","155","56","92","38","5","43",".983",""
"2009","Mariners","1952","1458","13074.0","4358","1525","105","60","42","359","150","108","150","36","67","44","16","61",".982",""
"2009","Rays","2166","1458","12846.0","4282","1511","98","45","51","324","135","99","135","41","90","28","7","46",".983",""
"2009","Rangers","1979","1458","12912.0","4304","1603","106","51","54","390","171","130","169","61","99","43","9","45",".982",""
"2009","Blue Jays","2005","1458","13059.0","4353","1740","76","32","44","416","169","137","170","48","89","46","13","43",".988",""
