"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"2008","Dodgers","6194","137","700","659","126",".134",".301",".264",".333",".399",".321","-40.9","93","","5.1","-51.1","20.4","16.7"
"1967","Red Sox","6149","158","722","666","68",".140",".285",".255",".321",".395",".321","95.7","103","","-4.3","12.8","67.8","27.3"
"1988","Mariners","6018","148","664","617","95",".141",".275",".257",".317",".398",".321","42.7","97","","-8.7","-30.1","-33.9","14.2"
"2017","Rangers","6122","237","799","756","113",".186",".291",".244",".320",".430",".321","1.1","90","87.7","6.3","-70.2","-37.6","10.1"
"1995","Royals","5528","119","629","578","120",".136",".291",".260",".328",".396",".321","-54.5","86","","-0.4","-100.2","22.9","11.0"
"1945","Senators","6007","27","622","569","110",".076",".280",".258",".330",".334",".321","-36.0","97","","-6.5","-26.8","26.2","19.8"
"1977","Orioles","6173","148","719","677","90",".132",".289",".261",".329",".393",".321","-12.7","103","","2.0","26.8","24.2","26.4"
"2001","Padres","6278","161","789","753","129",".147",".297",".252",".336",".399",".321","-34.0","97","","6.4","-16.6","-7.1","17.7"
"1966","Tigers","6195","179","719","682","41",".155",".275",".251",".321",".406",".321","81.3","107","","-1.7","47.2","43.9","28.3"
"1998","Brewers","6232","152","707","673","81",".136",".294",".260",".330",".396",".321","-57.0","91","","-9.5","-83.0","55.2","16.5"
"1965","Braves","6077","196","708","664","64",".160",".278",".256",".310",".416",".321","72.7","104","","-0.8","29.9","69.4","31.7"
"2017","Brewers","6135","224","732","695","128",".180",".308",".249",".322",".429",".321","-2.8","94","87.1","2.4","-48.6","20.7","17.3"
"2015","Red Sox","6237","161","748","706","71",".149",".305",".265",".325",".415",".321","38.7","99","88.6","1.4","-5.9","-28.9","17.9"
"1983","Cardinals","6242","83","679","636","207",".115",".305",".270",".335",".384",".321","6.3","100","","5.2","6.7","44.0","26.3"
"1979","Expos","6029","143","701","651","121",".144",".291",".264",".319",".408",".321","-16.7","98","","3.7","-10.3","70.4","26.8"
"1981","Royals","3941","61","397","381","100",".115",".286",".267",".325",".383",".321","20.2","102","","0.5","8.9","-8.5","13.1"
"1988","Mets","6105","152","703","659","140",".140",".276",".256",".325",".396",".321","39.4","111","","4.0","78.2","7.6","29.9"
"1906","Pirates","5686","12","622","497","162",".066","",".261",".324",".327",".321","53.8","102","","-8.1","5.7","36.5","25.3"
"1916","Indians","5853","16","630","533","160",".082",".281",".250",".324",".331",".321","30.1","92","","-3.8","-55.7","21.9","16.1"
"1915","Phillies","5591","58","589","486","121",".092",".272",".247",".316",".340",".321","8.5","96","","-19.8","-45.1","49.9","21.4"
"2000","Devil Rays","6206","162","733","692","90",".142",".287",".257",".329",".399",".321","-106.6","83","","-2.4","-141.8","-2.5","7.4"
"1971","Giants","6258","140","706","653","101",".131",".280",".247",".329",".378",".321","46.5","100","","8.2","8.5","30.9","26.8"
"1906","Highlanders","5661","17","641","528","192",".073","",".266",".316",".339",".321","53.7","97","","-0.4","-20.4","7.3","19.4"
"2015","Rockies","6071","186","737","702","97",".167",".313",".265",".315",".432",".321","34.6","87","88.4","4.7","-91.9","-4.2","9.7"
"1990","Giants","6216","152","719","681","109",".134",".291",".262",".323",".396",".321","5.3","100","","-2.7","-3.3","8.8","23.4"
"2000","Padres","6291","157","752","714","131",".148",".294",".254",".330",".402",".321","-112.0","91","","2.6","-77.5","30.9","15.3"
"1970","Dodgers","6293","87","749","695","138",".112",".302",".270",".334",".382",".321","7.7","98","","7.0","-11.6","81.4","29.4"
"2017","Mariners","6166","200","750","714","89",".165",".300",".259",".325",".424",".321","-0.2","103","88.0","-12.6","7.1","-0.8","21.6"
"2003","Cubs","6187","172","724","691","73",".157",".297",".259",".323",".416",".321","-40.1","91","","-9.4","-83.7","50.9","16.8"
"1969","Athletics","6403","148","740","680","100",".126",".275",".249",".329",".376",".321","34.4","101","","7.6","14.1","75.1","29.3"
"2017","Tigers","6150","187","735","699","65",".166",".306",".258",".324",".424",".321","-0.2","98","87.5","-19.8","-37.8","-29.4","14.2"
"1975","Giants","6186","84","659","606","99",".106",".286",".259",".333",".365",".321","-6.4","91","","2.7","-64.5","-13.8","13.1"
"1947","Cubs","5857","71","567","540","22",".102",".280",".259",".321",".361",".321","-68.6","84","","3.3","-119.0","27.5","10.6"
"2014","Angels","6284","155","773","729","81",".147",".305",".259",".322",".406",".321","50.9","110","","1.3","67.3","11.5","30.4"
"1996","Mets","6220","147","746","697","97",".143",".307",".270",".324",".412",".321","-84.7","94","","-3.6","-50.7","120.2","25.2"
"2001","Phillies","6219","164","746","708","153",".154",".297",".260",".329",".414",".321","-36.8","92","","9.9","-52.1","81.8","22.9"
"1949","Cubs","5723","97","593","539","53",".117",".273",".256",".312",".373",".321","-105.8","82","","9.5","-120.8","4.2","6.9"
"2018","Cubs","6369","167","761","722","66",".152",".313",".258",".333",".410",".321","27.2","100","88.7","2.2","3.4","44.0","25.5"
"1918","Yankees","4783","20","493","406","88",".073",".278",".257",".320",".330",".321","10.8","94","","-7.4","-35.5","27.7","16.2"
"1914","Red Sox","5819","18","589","514","177",".088",".277",".250",".320",".338",".321","-3.8","99","","-45.6","-54.2","55.9","24.1"
"2019","Rays","6285","217","769","730","94",".178",".306",".254",".325",".431",".321","3.9","103","89.5","8.4","30.8","-13.0","23.3"
"2004","Marlins","6160","148","718","677","96",".143",".295",".264",".329",".406",".321","-54.1","94","","0.5","-51.2","30.1","18.2"
"2015","Rangers","6187","172","751","707","101",".156",".300",".257",".325",".413",".321","35.7","98","88.6","21.6","4.8","-3.0","21.6"
"1975","Orioles","6211","124","682","635","104",".121",".276",".252",".326",".373",".321","-3.7","102","","0.9","17.3","62.1","29.1"
"2001","Reds","6222","176","735","690","103",".157",".301",".262",".324",".419",".321","-38.9","88","","-3.1","-100.1","-7.2","9.3"
"2009","Athletics","6247","135","759","723","133",".135",".298",".262",".328",".397",".320","-43.6","94","","12.8","-38.0","-34.9","14.6"
"1919","Senators","5375","24","533","458","142",".079",".288",".260",".325",".339",".320","-7.6","89","","1.1","-65.4","-29.1","10.6"
"2009","Mets","6159","95","671","631","122",".124",".307",".270",".335",".394",".320","-46.8","94","","-5.4","-48.2","-16.8","12.8"
"2000","Phillies","6273","144","708","668","102",".148",".290",".251",".329",".400",".320","-116.1","83","","7.3","-137.5","51.5","11.8"
"1960","Orioles","5911","123","682","640","37",".124",".276",".253",".332",".377",".320","5.6","97","","0.0","-20.5","80.2","23.9"
"1971","Athletics","6191","160","691","642","80",".132",".281",".252",".321",".384",".320","43.5","105","","-2.2","33.5","79.6","32.8"
"1946","Phillies","5772","80","560","516","41",".101",".279",".258",".315",".359",".320","-37.2","90","","5.3","-55.9","-4.3","11.7"
"1990","Indians","6087","110","732","675","107",".124",".295",".267",".324",".391",".320","6.9","97","","-1.5","-19.0","-0.3","17.9"
"1969","Cubs","6243","142","720","671","30",".130",".279",".253",".323",".384",".320","29.3","90","","-3.9","-78.5","24.7","17.1"
"1989","White Sox","6132","94","693","661","97",".112",".305",".271",".328",".383",".320","31.4","100","","-3.3","-6.4","-49.5","15.7"
"2001","Brewers","6148","209","740","712","66",".175",".299",".251",".319",".426",".320","-40.4","90","","-2.7","-85.2","31.8","14.5"
"1961","Orioles","6211","149","691","638","39",".136",".278",".254",".326",".390",".320","-22.6","95","","-2.4","-39.4","90.5","24.7"
"2002","Indians","6099","192","739","706","52",".163",".271",".249",".321",".412",".320","-28.5","95","","-12.3","-53.6","-50.4","10.4"
"2013","Blue Jays","6152","185","712","669","112",".158",".284",".252",".318",".411",".320","29.6","99","","3.8","-2.8","-39.1","17.0"
"1983","Angels","6294","154","722","682","41",".132",".280",".260",".322",".393",".320","4.1","97","","-8.2","-33.2","-59.1","12.0"
"1886","Colonels","5357","20","833","564","202",".085","",".263",".323",".348",".320","73.6","107","","-7.3","45.3","-5.1","21.3"
"1911","Senators","5761","16","624","493","215",".062","",".258",".330",".320",".320","-71.1","84","","-0.4","-115.0","4.8","9.5"
"1981","Tigers","4109","65","427","403","61",".111",".279",".256",".331",".368",".320","17.0","102","","-1.4","9.3","47.3","19.2"
"1982","Expos","6221","133","697","656","156",".134",".284",".262",".325",".396",".320","4.1","102","","9.2","23.3","37.0","28.1"
"1933","Browns","5905","64","669","606","72",".107",".273",".253",".322",".360",".320","-46.8","76","","-11.3","-201.6","11.7","2.1"
"1994","Cubs","4386","109","500","464","69",".145",".294",".259",".325",".404",".320","-53.2","89","","-9.5","-72.3","35.7","10.8"
"1990","Mariners","6207","107","640","610","105",".114",".281",".259",".333",".373",".320","5.9","97","","-1.7","-26.5","31.2","20.7"
"1995","Giants","5603","152","652","610","138",".151",".292",".253",".323",".404",".320","-65.0","93","","6.3","-45.0","112.3","25.4"
"1977","Indians","6204","100","676","631","87",".112",".289",".269",".334",".380",".320","-19.3","96","","-13.1","-40.8","-27.8","14.3"
"1929","Red Sox","5779","28","605","561","86",".099",".291",".267",".325",".366",".320","-163.4","79","","-21.1","-185.2","24.6","5.3"
"2004","Blue Jays","6178","145","719","680","58",".143",".298",".260",".328",".403",".320","-54.0","88","","-9.3","-107.0","26.4","12.7"
"1994","Marlins","4387","94","468","451","65",".130",".305",".266",".330",".396",".320","-53.0","90","","1.7","-57.7","49.5","13.6"
"1945","White Sox","5661","22","596","544","78",".075",".285",".262",".326",".337",".320","-40.0","94","","-8.4","-48.7","8.7","14.5"
"2007","Diamondbacks","6101","171","712","687","109",".163",".282",".250",".321",".413",".320","-62.1","82","","8.8","-132.9","34.1","10.0"
"1959","Yankees","5980","153","687","651","45",".142",".280",".260",".319",".402",".320","2.0","101","","2.2","8.9","56.5","24.4"
"1958","Dodgers","5804","172","668","627","73",".151",".268",".251",".317",".402",".320","-3.1","86","","-0.6","-104.4","2.8","8.6"
"2006","Cubs","6147","166","716","677","121",".154",".294",".268",".319",".422",".320","-66.8","84","","-1.0","-128.9","65.3","13.7"
"2011","Orioles","6156","191","708","684","81",".156",".288",".257",".316",".413",".320","17.6","96","","-11.3","-39.1","-48.9","12.3"
"2005","Mets","6146","175","722","683","153",".158",".290",".258",".322",".416",".320","-35.6","93","","21.0","-32.8","13.2","18.1"
"2010","Giants","6143","162","697","660","55",".151",".293",".257",".321",".408",".320","-13.8","98","","-18.3","-31.6","95.2","25.8"
"1974","Astros","6120","110","653","603","108",".116",".292",".263",".322",".378",".320","5.2","99","","-2.0","-7.9","33.6","23.4"
"2006","Giants","6136","163","746","711","58",".163",".282",".259",".324",".422",".320","-64.0","88","","-15.8","-116.2","73.5","15.7"
"1958","Pirates","5779","134","662","625","30",".146",".285",".264",".317",".410",".320","-5.7","91","","3.2","-59.4","90.0","22.0"
"2007","Padres","6326","171","741","704","55",".160",".291",".251",".322",".411",".320","-64.8","96","","3.3","-30.2","-16.6","15.8"
"1975","Cardinals","6209","81","662","619","116",".103",".294",".273",".327",".375",".320","-10.2","95","","5.3","-30.8","1.2","18.2"
"1959","Athletics","5885","117","681","637","34",".127",".287",".263",".326",".390",".320","1.0","93","","-0.8","-49.9","8.2","13.1"
"1916","Robins","5833","28","585","493","187",".084",".287",".261",".313",".345",".320","27.3","100","","5.2","2.4","29.4","24.6"
"2002","Cubs","6242","200","706","676","63",".167",".283",".246",".321",".413",".320","-38.0","93","","-7.0","-59.2","27.5","17.1"
"1987","White Sox","6164","173","748","706","138",".158",".282",".258",".319",".415",".319","-32.8","92","","3.1","-56.5","78.7","23.0"
"1997","Brewers","6097","135","681","643","103",".138",".291",".260",".325",".398",".319","-65.6","86","","-2.7","-112.2","32.0","13.2"
"1983","Cubs","6133","140","701","649","84",".141",".285",".260",".319",".401",".319","-0.7","91","","0.1","-60.7","7.8","15.2"
"1983","Indians","6222","86","704","659","109",".104",".287",".265",".338",".369",".319","1.7","95","","-7.3","-40.4","-71.9","9.7"
"1969","Tigers","6155","182","701","649","35",".146",".259",".242",".316",".387",".319","23.5","95","","-1.5","-35.5","68.2","22.4"
"1990","Rangers","6177","110","676","641","115",".117",".300",".259",".331",".376",".319","2.8","98","","1.5","-9.3","-1.8","19.1"
"1987","Angels","6301","172","770","709","125",".148",".274",".252",".326",".401",".319","-33.0","95","","3.7","-39.1","19.4","19.3"
"1980","Dodgers","6221","148","663","638","123",".126",".285",".263",".323",".388",".319","-10.0","102","","-4.7","5.9","57.9","26.9"
"1914","Cubs","5784","42","605","502","164",".094",".268",".243",".317",".337",".319","-7.1","95","","16.0","-15.1","17.1","18.3"
"1952","White Sox","6036","80","610","560","61",".097",".266",".252",".327",".348",".319","-37.0","89","","3.3","-73.0","52.3","17.8"
"1993","Reds","6164","137","722","669","142",".132",".299",".264",".324",".396",".319","-38.3","91","","5.2","-65.3","-17.3","13.5"
"1915","Cardinals","5780","20","590","483","162",".079",".288",".254",".320",".333",".319","3.5","98","","-23.0","-33.2","17.2","20.3"
"2011","Rays","6152","172","707","674","155",".159",".281",".244",".322",".402",".319","16.1","103","","10.4","35.1","23.1","27.7"
"2011","Mets","6335","108","718","676","130",".127",".307",".264",".335",".391",".319","11.0","102","","11.1","25.0","-55.1","17.2"
"1989","Orioles","6173","129","708","659","118",".127",".282",".252",".326",".379",".319","26.2","101","","-0.3","6.9","-3.6","21.9"
"1889","Orioles","5256","20","791","618","311",".074",".283",".254",".325",".328",".319","-61.2","91","","1.9","-72.0","-15.0","11.0"
"1983","Royals","6083","109","696","653","182",".126",".293",".271",".320",".397",".319","1.7","96","","16.9","-10.7","-45.4","15.1"
"1994","Padres","4519","92","479","445","79",".126",".316",".275",".330",".401",".319","-57.4","90","","-0.4","-61.1","-63.2","2.4"
"1992","Brewers","6183","82","740","683","256",".107",".296",".268",".330",".375",".319","11.9","98","","5.7","-6.2","-5.9","19.5"
"1984","Royals","6065","117","673","639","106",".131",".295",".268",".317",".399",".319","8.2","97","","-4.4","-29.2","41.8","21.1"
"1961","Red Sox","6307","112","729","682","56",".120",".281",".254",".334",".374",".319","-26.7","86","","-1.4","-112.9","49.5","13.4"
"1980","Reds","6209","113","707","668","156",".124",".289",".262",".327",".386",".319","-10.8","98","","13.3","-2.9","41.0","24.3"
"2019","Diamondbacks","6315","220","813","778","88",".182",".293",".252",".323",".434",".319","-8.2","93","88.0","18.3","-37.5","68.5","22.9"
"1903","Tigers","5090","12","567","451","128",".083","",".268",".318",".351",".319","7.6","101","","-7.8","-4.6","10.3","18.0"
"1965","Twins","6213","150","774","711","92",".144",".281",".254",".324",".399",".319","65.6","100","","6.2","9.0","106.1","32.0"
"1993","Angels","6089","114","684","644","169",".120",".293",".260",".331",".380",".319","-36.7","92","","-6.5","-66.5","-59.6","6.7"
"1992","Indians","6201","127","674","637","144",".117",".294",".266",".323",".383",".319","10.9","98","","1.6","-15.1","-0.6","19.2"
"1995","Phillies","5613","94","615","576","72",".122",".300",".262",".332",".384",".319","-72.3","88","","2.1","-80.6","41.6","14.9"
"1991","Mariners","6237","126","702","665","97",".128",".276",".255",".328",".383",".319","5.6","95","","1.8","-31.5","-53.4","12.1"
"1948","Reds","5699","104","588","548","42",".118",".262",".247",".313",".365",".319","-100.7","82","","6.2","-122.1","-3.3","6.1"
"2000","Brewers","6355","177","740","708","72",".158",".284",".246",".325",".403",".319","-122.6","82","","-5.1","-157.3","67.0","11.7"
